phylum,class,order,family,genus
Actinomycetota,Acidimicrobiia,Acidimicrobiales,QHCF01,QHCF01
Actinomycetota,Aquicultoria,Aquicultorales,Aquicultoraceae,Aquicultor
Bacteroidota_A,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,JAGUXE01
Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJNW01
Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,RGIG9182
Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,WRKR01
Bacillota,Limnochordia,DTU080,RSA5,RSA7
Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,JAOPZQ01
Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,PMP191F
Verrucomicrobiota,Kiritimatiellia,UBA8416,JADHWI01,JADHWI01
Chloroflexota,Anaerolineae,B4-G1,DUEL01,DAOTYD01
Verrucomicrobiota,Verrucomicrobiia,Limisphaerales,JADGRT01,JADGRT01
Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,BMS3Abin13
Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,UBA6960,UBA2988
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADFXL01
Bacillota,Clostridia,Lachnospirales,Vallitaleaceae,JAQICP01
Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JBBDIO01
Krumholzibacteriota,Krumholzibacteriia,JACNKJ01,JACNKJ01,JAFGBK01
JACPQY01,JACPQY01,JACPQY01,JACPQY01,JACPQY01
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aestuariibius
Acidobacteriota,Polarisedimenticolia,Gp22-AA2,Gp22-AA2,DATKFL01
Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus_C
Pseudomonadota,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,JADHLK01
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,DEV007,JAEUHH01
Bacteroidota,Bacteroidia,Chitinophagales,JAHQVX01,JAHQVX01
Chloroflexota,Dehalococcoidia,Tepidiformales,Tepidiformaceae,SLAK01
Desulfobacterota,GWC2-55-46,S146-80,S146-80,S146-80
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JANXTY01
Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,RSA9,RSA9
Patescibacteriota,Minisyncoccia,Moranbacterales,UBA2206,JBAZUU01
Actinomycetota,Aquicultoria,UBA3085,Oleimmundimicrobiaceae,Yes70-04
Bacillota,Peptococcia,Peptococcales,BICA1-8,JAAXZE01
Bacillota,Clostridia,Clostridiales,Caloramatoraceae,Fonticella
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,GM7GCV1,GM7GCV1
Acidobacteriota,Polarisedimenticolia,Polarisedimenticolales,Polarisedimenticolaceae,WVWW01
Pseudomonadota,Gammaproteobacteria,Porifericomitales,Porifericomitaceae,JABAAT01
Bacillota,Limnochordia,Limnochordales,ZCTH02-B6,CALJUZ01
Cloacimonadota,Cloacimonadia,Cloacimonadales,JAIOQZ01,JAIOQZ01
Patescibacteriota,Minisyncoccia,GWC2-36-17,JACQAJ01,JACQAJ01
Bacteroidota,Bacteroidia,CAILMK01,CAILMK01,JAWXCF01
Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,JAGOME01
Patescibacteriota,Microgenomatia,UBA1400,MFAQ01,MFAQ01
Thermosulfidibacterota,Thermosulfidibacteria,Thermosulfidibacterales,Thermosulfidibacteraceae,JALVZS01
Pseudomonadota,Gammaproteobacteria,Rariloculales,Rariloculaceae,ZC4RG20
Chlamydiota,Chlamydiia,Chlamydiales,Criblamydiaceae,JABDBB01
Bacillota,Clostridia,Tissierellales,Peptoniphilaceae,CABTZP01
Spirochaetota,Leptospiria,Turneriellales,DYLW01,DYLW01
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,CAMLJR01,CAMLJR01
Cyanobacteriota,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Scytolyngbya
Zixibacteria,MSB-5A5,DG-27,DG-27,DG-27
Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Arthrobacter_J
Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,DASQMN01
Bacillota,Clostridia,Oscillospirales,Ethanoligenentaceae,Ruminiclostridium_D
Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Telluribacter
Spirochaetota,Spirochaetia,PWKH01,PWKH01,PWKH01
Actinomycetota,UBA4738,UBA4738,HRBIN12,DATEBA01
Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JACQGT01
Chloroflexota,Anaerolineae,JACIWP01,JACIWP01,JACIWP01
Pseudomonadota,Alphaproteobacteria,Rhizobiales,JACESI01,JBCBTO01
Pseudomonadota,Gammaproteobacteria,Acidiferrobacterales,JAJDNE01,JAZFSZ01
Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JBCCRH01
Pseudomonadota,Gammaproteobacteria,DSM-5130,Acidihalobacteraceae,Acidihalobacter
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Larsenimonas
Verrucomicrobiota,Kiritimatiellia,CAIQIC01,CAIQIC01,DP16D-bin41
Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Yuhushiella
Pseudomonadota,Alphaproteobacteria,Rickettsiales,JADKJE01,JADKJE01
Bipolaricaulota,Bipolaricaulia,RBG-16-55-9,DRJF01,DRJF01
Actinomycetota,Acidimicrobiia,Acidimicrobiales,AC-14,DASZJY01
Bacillota,Clostridia,Oscillospirales,UBA644,CAKSBH01
Bacteroidota,Bacteroidia,JABDFU01,JABDFU01,JANWJV01
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,CAIVVG01
Bacillota,TC1,TC1,TC1,TC1
Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,DASTCF01
Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paraliobacillus_A
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicimonas_B
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,JBGVSA01
Verrucomicrobiota,Verrucomicrobiia,Limisphaerales,CANJSG01,CANJSG01
Actinomycetota,Thermoleophilia,BMS3ABIN01,BMS3ABIN01,JAJYIN01
Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,JAVBOW01
Patescibacteriota,Gracilibacteria,UM-FILTER-43-11,UM-FILTER-43-11,UM-FILTER-43-11
Chlamydiota,Chlamydiia,Chlamydiales,GCA-2402025,JBAWWQ01
Bacillota,Desulfitobacteriia,Desulfitobacteriales,Syntrophobotulaceae,Gracilibacter
Zixibacteria,MSB-5A5,CAIYYT01,CAIYYT01,JADJGC01
Bacteroidota,Bacteroidia,2-12-FULL-37-12,2-12-FULL-37-12,2-12-FULL-37-12
Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,JANTHH01
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,GM7GCV1,JABJGI01
Patescibacteriota,Minisyncoccia,UBA6257,Colwellbacteraceae,CAJVWL01
Patescibacteriota,Saccharimonadia,Saccharimonadales,UBA4665,JAJXTN01
Cyanobacteriota,Cyanobacteriia,CAKZMO01,CAKZMO01,JAYKGU01
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,UBA1771
Spirochaetota,Spirochaetia,Sphaerochaetales,Sphaerochaetaceae,JBAXZS01
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium
Zhuqueibacterota,Zhuqueibacteria,Thermofontimicrobiales,Sulfurfontimicrobiaceae,DYKB01
Actinomycetota,CADDZG01,JAHWKV01,JAHWKV01,JAHWKU01
Pseudomonadota,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,WTJO01
Omnitrophota,Koll11,JABMRN01,JABMRN01,JAQVOV01
Pseudomonadota,Alphaproteobacteria,Rickettsiales,JABSSG01,JAVKEN01
Patescibacteriota,Microgenomatia,GWA2-44-7,UBA8517,JBBTWO01
Bacteroidota,Bacteroidia,Bacteroidales,DTU049,JAOAAK01
Patescibacteriota,JACMRA01,JACMRA01,JACMRA01,JBBSJV01
Omnitrophota,Koll11,2-02-FULL-51-18,2-02-FULL-51-18,JACQQY01
Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,JACCRA01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA5157
Babelota,Babeliae,Babelales,Vermiphilaceae,Vermiphilus
Patescibacteriota,Minisyncoccia,Minisyncoccales,JAGLUP01,JAGLUP01
Desulfobacterota,B13-G15,B13-G15,RBG-16-54-18,JAFGNJ01
Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,SKZB01
Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,CAUYTZ01
Bacillota,Bacilli,Caldalkalibacillales,Caldalkalibacillaceae,Caldalkalibacillus
Bacteroidota_A,UBA10030,UBA10030,UBA10030,JANOGR01
Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,DATNPV01
Chloroflexota,Dehalococcoidia,QGNO01,QGNO01,DAOUJH01
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,JAAWBX01
Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Massilibacteroides
Planctomycetota,PLA2,PLA2,JAEUHO01,JAEUHO01
Cloacimonadota,Cloacimonadia,Cloacimonadales,JAFGVF01,JAEKNW01
Desulfobacterota,Syntrophia,Syntrophales,Smithellaceae,Fen-1166
Desulfobacterota_C,Deferrisomatia,Deferrisomatales,BM512,CAXMSR01
Campylobacterota,Campylobacteria,Campylobacterales,QNZT01,QNZT01
Myxococcota,UBA727,UBA727,JABDBI01,AER2-1
Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,WGBN01
Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,CAJXVU01
Planctomycetota,Planctomycetia,Pan216,Pan216,JAIELF01
Actinomycetota,Thermoleophilia,BMS3ABIN01,BMS3ABIN01,JACRMB01
Pseudomonadota,Alphaproteobacteria,UBA8366,GCA-2696645,Hwanghaeella
Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Amphibacillus_C
Actinomycetota,Actinomycetes,Propionibacteriales,Actinopolymorphaceae,Tenggerimyces
Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,UBA1609,JACKAN01
Patescibacteriota,Minisyncoccia,UBA9973,CALRBT01,CALRBT01
Omnitrophota,Koll11,Tantalellales,Tantalellaceae,Tantalella
Patescibacteriota,Gracilibacteria,UBA1369,UBA12470,CG2-30-44-17
Verrucomicrobiota,Verrucomicrobiia,Limisphaerales,J093,JAJXTA01
Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Okeanomitos
Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,CAMPJU01
Myxococcota,UBA796,UBA796,JAFGLY01,JAFGLY01
Actinomycetota,Acidimicrobiia,Acidimicrobiales,JACDCH01,DASXTK01
Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,JAMOVV01
Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,PTET01
Actinomycetota,Acidimicrobiia,IMCC26256,JAGPDB01,JAGPDB01
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,JACRNF01
Zixibacteria,MSB-5A5,CAIYYT01,CAIYYT01,JAGLUH01
Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,RUG11462
Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,DASVFB01
Patescibacteriota,Minisyncoccia,Minisyncoccales,JAGMDC01,JAYELE01
Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,DASRBN01
Actinomycetota,Geothermincolia,Fen-727,Anoxymicrobiaceae,FEN-727
Bacteroidota_A,Rhodothermia,Rhodothermales,BA12,BA12
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,CALLWO01
Desulfobacterota,JAJRXV01,JAJRXV01,JAJRXV01,JAJRXV01
Actinomycetota,Acidimicrobiia,IMCC26256,JACDBD01,JALZAA01
Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,UM-FILTER-47-13
Actinomycetota,Acidimicrobiia,Acidimicrobiales,CADCSY01,JAEKLB01
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,CALXEM01
Bacteroidota,Bacteroidia,Bacteroidales,JAUZOH01,JAUZOH01
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Zophobihabitans
Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,DASPTK01
Patescibacteriota,Minisyncoccia,2-01-FULL-47-10,JBBIMT01,JBBIMT01
Bacteroidota_A,Rhodothermia,Rhodothermales,Rubricoccaceae,JBCBZH01
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia_A
Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,JdFR-86,JARRLN01
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,JAJFML01
Pseudomonadota,Alphaproteobacteria,Rickettsiales,UBA998,JAMWZD01
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Alterinioella
Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACCVG01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Tibeticola
Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Wenzhouxiangellaceae,JAJFKX01
Vulcanimicrobiota,Vulcanimicrobiia,Vulcanimicrobiales,Vulcanimicrobiaceae,DASZHL01
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,PNAI01
Bacteroidota,Bacteroidia,AKYH767-A,OLB10,JADKFV01
Verrucomicrobiota,Verrucomicrobiia,Opitutales,JABDGR01,JABDGR01
Planctomycetota,Phycisphaerae,UBA1845,UTPLA1,DATKKX01
Patescibacteriota,UBA1384,JAHJRZ01,JAHJRZ01,JAHJRZ01
Actinomycetota,Actinomycetes,Mycobacteriales,BP-191,BP-191
Chloroflexota,Anaerolineae,Aggregatilineales,UBA3940,JAFGMS01
Omnitrophota,Koll11,Tantalellales,Tantalellaceae,DAONGE01
Patescibacteriota,Minisyncoccia,JACQLN01,JACQLN01,JACQLN01
UBA9089,CG2-30-40-21,CG2-30-40-21,SBAY01,SBAY01
Cyanobacteriota,Cyanobacteriia,Elainellales,Elainellaceae,Thermoleptolyngbya
Desulfobacterota_B,Binatia,DP-6,DP-6,DASRHG01
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,JAGQPD01
Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,JADFOJ01
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,WMHbin7,WMHbin7
Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,DASXRU01
Acidobacteriota,CAIWXX01,CAIWXX01,CAIWXX01,CAIWXX01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,SG8-39,DAHVFK01
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Natronospirillaceae,Natronospirillum
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Endobacter
Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,JANQQZ01
Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,Hadersleviella
Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,JACMIU01
Pseudomonadota,Alphaproteobacteria,JAVJVX01,JAVJVX01,JAVJVX01
Campylobacterota,Campylobacteria,Campylobacterales,QNZT01,JANTGR01
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,CAUZFZ01
Planctomycetota,Planctomycetia,Pirellulales,JACOUI01,JBGQHD01
Actinomycetota,UBA4738,UBA4738,JACQTL01,DASWED01
Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,GYS-P2D
Verrucomicrobiota,Kiritimatiellia,SLAD01,SLAD01,SLAD01
Bacillota,Clostridia,Lachnospirales,WQUN01,WRDG01
Bipolaricaulota,Bipolaricaulia,UBA7950,UBA7950,UBA7950
Patescibacteriota,Patescibacteriia,UBA2169,UBA2169,2-02-FULL-48-11-A
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Kozakia
Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsidaceae,JAHHHE01
Patescibacteriota,Saccharimonadia,Saccharimonadales,JACQNP01,JAGQNP01
Cyanobacteriota,Vampirovibrionia,Obscuribacterales,Obscuribacteraceae,JAFKGK01
Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,JAAUUE01,JAAUUE01
Elusimicrobiota,Elusimicrobia,F11,F11,JBBRXR01
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,UBA1201
Patescibacteriota,Dojkabacteria,SC72,WJKH01,JAKPPS01
Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,SIG469
Planctomycetota,Brocadiia,SM23-32,JAKLEA01,JAKLEA01
Patescibacteriota,Microgenomatia,UBA12405,JAHJSD01,JAHJSD01
Chlamydiota,Chlamydiia,Chlamydiales,JABDDJ01,JABDDJ01
Omnitrophota,Koll11,UBA1560,Aquitaenariimonadaceae,Aquitaenariimonas
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Casimicrobiaceae,JANWWI01
Bacteroidota,Bacteroidia,NS11-12g,UKL13-3,CAMAWM01
Actinomycetota,Acidimicrobiia,Acidimicrobiales,Palsa-688,PALSA-693
Bacillota,Clostridia,Peptostreptococcales,Acidaminobacteraceae,ML8-F1
Bacteroidota,Bacteroidia,M30B66,M30B66,M30B66
Acidobacteriota,Terriglobia,Versatilivoradales,Versatilivoraceae,Versatilivorator
Patescibacteriota,Microgenomatia,Woykebacterales,2-01-FULL-43-14,JAMCZT01
Bacillota,Bacilli,RF39,UBA660,RUG13160
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,Parahaliea
Actinomycetota,Actinomycetes,Actinomycetales,Cellulomonadaceae,JAVBMU01
Bacillota,Clostridia,Lachnospirales,JAISYE01,JAISYE01
Patescibacteriota,Minisyncoccia,Moranbacterales,UBA2206,GCA-002782345
Patescibacteriota,Microgenomatia,UBA12405,UBA12405,JAUYJS01
Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Lunatimonas
Bacteroidota_A,Rhodothermia,Balneolales,HLUCCA01,JANJTJ01
Pseudomonadota,Alphaproteobacteria,Kiloniellales,DSM-21159,Aquibaculum
Calditrichota,Calditrichia,JAJRVZ01,JAJRVZ01,JAGLYF01
Acidobacteriota,Thermoanaerobaculia,Gp7-AA8,Gp7-AA8,JACPDH01
Spirochaetota,Spirochaetia,SZUA-6,DRHE01,JAFGQJ01
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,CALJFL01
Chloroflexota,Dehalococcoidia,JACPCL1,JACPCL1,JACPCL1
Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,N074bin45
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Rhodocyclus
Cyanobacteriota,Cyanobacteriia,Elainellales,Elainellaceae,Timaviella
Myxococcota,Bradymonadia,UBA7976,UBA1532,JACKDM01
Margulisbacteria,JBAZXJ01,JBAZXJ01,JBAZXJ01,JBAZXJ01
Synergistota,Synergistia,Synergistales,Aminobacteriaceae,JAISSA01
Chloroflexota,Anaerolineae,Aggregatilineales,Phototrophicaceae,DAOTWP01
Bacillota,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Thermosyntropha
Patescibacteriota,Dojkabacteria,SC72,SC72,UBA5209
Pseudomonadota,Alphaproteobacteria,DSM-16000,Inquilinaceae,JACKIH01
Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Plesiocystis
Acidobacteriota,UBA6911,RPQK01,JANQFM01,JANQFM01
Bacillota,Bacilli,RFN20,DUOZ01,DUOZ01
Patescibacteriota,Minisyncoccia,UBA9973,XYD1-FULL-46-19,CAIRHC01
Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,JANOGZ01
Verrucomicrobiota,Lentisphaeria,Victivallales,GWF2-45-14,GWF2-44-16
Bacillota,Desulfitobacteriia,Desulfitobacteriales,JAJXUE01,DASRWH01
Chlamydiota,Chlamydiia,Chlamydiales,JAAZZY01,JAAZZY01
Bacillota,Clostridia,Christensenellales,DTU072,JAISKW01
Bacteroidota,Bacteroidia,Chitinophagales,UBA8649,JACJYS01
Patescibacteriota,Microgenomatia,UBA10105,UBA927,JAHJMO01
Patescibacteriota,Minisyncoccia,JAHISW01,Tagabacteraceae,GCA-002793575
Verrucomicrobiota,Verrucomicrobiia,Limisphaerales,SIBH01,JANNGC01
Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,Oryzihumus
Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,RSA9,VEPF01
Planctomycetota,Planctomycetia,Pirellulales,JALHLM01,JALHLM01
Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,JAAZDN01
Bacillota,Negativicutes,UBA1444,UBA1444,UBA1444
Desulfobacterota,Desulfobacteria,Desulfobacterales,JAABPS01,JAABPS01
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,SZUA-272
Planctomycetota,SZUA-567,SZUA-567,JAJBSZ01,JAIRTL01
Bacteroidota_A,Rhodothermia,Rhodothermales,UBA10348,SMXL01
Atribacterota,JS1,SB-45,UBA6794,M30B28
Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,JAUVPB01
Patescibacteriota,Minisyncoccia,Sungbacterales,HO2-52-23,GCA-016432465
Pseudomonadota,Alphaproteobacteria,UBA9219,UBA9219,UBA9219
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mangrovimarina
Bacillota,Bacilli,Bacillales_H,KJ1-10-99,Desertibacillus
Actinomycetota,Acidimicrobiia,Acidimicrobiales,JACDCH01,JBBJOU01
Patescibacteriota,Microgenomatia,Woykebacterales,RBG-16-39-9b,JAUYID01
Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,DYOP01
Bacillota,Bacilli,Bacillales_K,DASSOY01,DASSOY01
Desulfobacterota,GWC2-55-46,GWC2-55-46,GWC2-55-46,JBBTGV01
Actinomycetota,Actinomycetes,Actinomycetales,JAHECE01,JAHECE01
Myxococcota_A,UBA9160,UBA9160,UBA4427,JAJDAN01
Chloroflexota,Anaerolineae,Anaerolineales,Villigracilaceae,VGNO01
Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Allokutzneria
Bacillota,Bacilli,Mycoplasmatales,Metamycoplasmataceae,Mycoplasma_K
Planctomycetota,Brocadiia,Brocadiales,Brocadiaceae,RBC-AMX1
Planctomycetota,PLA2,PLA2,JAEUHO01,JASJAY01
Pseudomonadota,Alphaproteobacteria,RF32,CAG-239,JAGAJR01
Acidobacteriota,Thermoanaerobaculia,Gp7-AA8,Gp7-AA8,JAJPHC01
Spirochaetota,Spirochaetia,CADAEX01,CADAEX01,WQTU01
Calditrichota,Calditrichia,RBG-13-44-9,J075,JACKAP01
Acidobacteriota,Polarisedimenticolia,JAPUKU01,JAPUKU01,JAPUKU01
Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,CAXBNB01
Bacteroidota_A,UBA10030,UBA10030,UBA6906,DATJPR01
Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,CANJWF01
Bacillota,Negativicutes,Sporomusales,Acetonemataceae,Anaerosporomusa
Patescibacteriota,Microgenomatia,UBA1400,PJMF01,DAOQVB01
Bacillota,Bacilli,Alicyclobacillales,SLC66,JAPNUJ01
Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Peristeroidobacter
Verrucomicrobiota,Lentisphaeria,Oligosphaerales,CAITYL01,JBAZOO01
Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Enterobacteriaceae_A,Pantoea_C
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Brotonthovivens
Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Zhihengliuella
Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,JAOTSI01
Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Rhizocola
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,JBCCOW01
Acidobacteriota,Thermoanaerobaculia,UBA5066,UBA5066,JBDSFL01
Bacillota,Clostridia,Christensenellales,DTU072,JAAZJD01
Verrucomicrobiota,Verrucomicrobiia,Limisphaerales,Palsa-1400,DASZMX01
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,DAINNQ01
Omnitrophota,Koll11,Gygaellales,JAMWDD01,JAQUNK01
Zhuqueibacterota,Zhuqueibacteria,Oleimicrobiales,Geothermoviventaceae,Zestofontihabitans
Patescibacteriota,Doudnabacteria,UBA920,VMFF01,VMFF01
Planctomycetota,Phycisphaerae,Phycisphaerales,UBA5793,UBA5793
Chloroflexota,UBA6077,UBA6077,JACCZL01,JALYGH01
Pseudomonadota,Gammaproteobacteria,PS1,Pseudothioglobaceae,DUCF01
Bacillota,Bacilli,Bacillales,Bacillaceae_I,Sutcliffiella
Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Smaragdicoccus
Babelota,Babeliae,Babelales,Vermiphilaceae,JAJCZB01
Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,CALWVF01
Patescibacteriota,Microgenomatia,GWA2-44-7,UBA10165,01-FULL-43-15b
Planctomycetota,Planctomycetia,Pirellulales,CALBRZ01,CALBRZ01
Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,JADFNF01
Desulfobacterota,S145-22,S145-22,S145-22,S145-22
Bacillota,Clostridia,Christensenellales,Aristaeellaceae,JAITTS01
Zixibacteria,MSB-5A5,GN15,FEB-12,GCA-020346225
Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Virgisporangium
Bacillota,Bacilli,Tepidibacillales,Tepidibacillaceae,Vulcanibacillus
Chloroflexota,Anaerolineae,Anaerolineales,UBA6663,SpSt-583
Sumerlaeota,Sumerlaeia,SLMS01,SLMS01,JAFIGB01
Desulfobacterota,Desulfobacteria,C00003060,C00003106,JAFDAE01
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JANSXZ01
Acidobacteriota,Vicinamibacteria,Fen-336,Fen-336,JACQGI01
JAGOBX01,JAGOBX01,JAGOBX01,JAGOBX01,JAGOBX01
Marinisomatota,Marinisomatia,Marinisomatales,TCS55,TMED144
Pseudomonadota,Gammaproteobacteria,Burkholderiales,UBA9220,UBA9220
Acidobacteriota,Vicinamibacteria,Vicinamibacterales,JAFNAJ01,JAEUQQ01
Desulfobacterota,SM23-61,SM23-61,SM23-61,JAHJQK01
Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,JASBUG01
Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aestuariivivens
Bacteroidota_A,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,JAHISV01
Patescibacteriota,Microgenomatia,UBA12405,UBA6130,S016-97
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,DAOMFG01
